n;port443;familia;especie_subespecie_var;categoria
1404;;Fabaceae;Luetzelburgiaamazonica;EN
1405;;Fabaceae;Luetzelburgia harleyi;CR
1406;;Fabaceae;Luetzelburgia neurocarpa;CR
1407;;Fabaceae;Luetzelburgia trialata;EN
1408;*;Fabaceae;Lupinus coriaceus;VU
1409;*;Fabaceae;Lupinusdecurrens;EN
1410;;Fabaceae;Lupinus gibertianus;CR
1410;;Fabaceae;Lupinus gibertianus;CR
1410;;Fabaceae;Lupinus gibertianus;CR
1410;;Fabaceae;Lupinus gibertianus;CR
1410;;Fabaceae;Lupinus gibertianus;CR
1411;*;Fabaceae;Lupinuslaevigatus;EN
1412;;Fabaceae;Lupinus russellianus;CR
1413;;Fabaceae;Machaerium androvillosum;CR
1414;;Fabaceae;Machaerium firmum;VU
1415;;Fabaceae;Machaerium legale;CR
1416;;Fabaceae;Machaerium macaense;EN
1417;;Fabaceae;Machaerium mucronulatum;EN
1418;*;Fabaceae;Machaeriumobovatum;VU
1419;;Fabaceae;Martiodendron fluminense;EN
1420;*;Fabaceae;Melanoxylonbrauna;VU
1421;*;Fabaceae;Mimosa acroconica;CR
1422;*;Fabaceae;Mimosa adamantina;EN
1423;;Fabaceae;Mimosa afranioi;EN
1424;*;Fabaceae;Mimosa balduinii;EN
1425;*;Fabaceae;Mimosa barretoi;EN
1426;*;Fabaceae;Mimosabathyrrhena;EN
1427;;Fabaceae;Mimosa bispiculata;CR
1428;;Fabaceae;Mimosa bocainae;CR
1429;*;Fabaceae;Mimosa bombycina;EN
1430;*;Fabaceae;Mimosa bracteolaris;VU
1431;;Fabaceae;Mimosa callidryas;EN
1432;*;Fabaceae;Mimosa catharinensis;EN
1433;*;Fabaceae;Mimosa chrysastra;CR
1434;;Fabaceae;Mimosa decorticans;EN
1434;;Fabaceae;Mimosa decorticans;EN
1435;;Fabaceae;Mimosa dominarum;EN
1435;;Fabaceae;Mimosa dominarum;EN
1436;;Fabaceae;Mimosa emaensis;VU
1437;;Fabaceae;Mimosa ernestii;CR
1438;;Fabaceae;Mimosa glazioui;CR
1439;*;Fabaceae;Mimosahatschbachii;EN
1440;*;Fabaceae;Mimosa heringeri;EN
1440;*;Fabaceae;Mimosa heringeri;EN
1441;*;Fabaceae;Mimosa involucrata;EN
1441;*;Fabaceae;Mimosa involucrata;EN
1442;;Fabaceae;Mimosa itatiaiensis;EN
1443;;Fabaceae;Mimosa kuhnisteroides;EN
1444;*;Fabaceae;Mimosa leprosa;EN
1445;*;Fabaceae;Mimosa lithoreas;EN
1446;*;Fabaceae;Mimosa macedoana;EN
1447;*;Fabaceae;Mimosa mensicola;EN
1448;*;Fabaceae;Mimosa montis-carasae;EN
1449;*;Fabaceae;Mimosa myuros;EN
1450;;Fabaceae;Mimosaneonitens;EN
1451;;Fabaceae;Mimosa osmarii;VU
1452;*;Fabaceae;Mimosapaucifolia;VU
1453;;Fabaceae;Mimosa perplicata;CR
1454;*;Fabaceae;Mimosa psittacina;EN
1455;;Fabaceae;Mimosa regina;EN
1456;;Fabaceae;Mimosa rheiptera;EN
1457;;Fabaceae;Mimosa sevilhae;EN
1458;*;Fabaceae;Mimosa skinneri var. carajarum;CR
1459;;Fabaceae;Mimosa sobralii;EN
1460;;Fabaceae;Mimosa strobiliflora;CR
1461;*;Fabaceae;Mimosasuburbana;CR
1462;*;Fabaceae;Mimosa thomista;EN
1463;*;Fabaceae;Mimosa uniceps;EN
1464;*;Fabaceae;Mimosaurticaria;EN
1465;;Fabaceae;Moldenhawera blanchetiana;VU
1466;;Fabaceae;Moldenhawera longipedicellata;EN
1467;;Fabaceae;Moldenhawera luschnathiana;VU
1468;;Fabaceae;Moldenhawera nutans;EN
1469;*;Fabaceae;Moldenhawera papillanthera;VU
1470;;Fabaceae;Moldenhawera polysperma;VU
1471;;Fabaceae;Muellera fernandesii;VU
1472;;Fabaceae;Muellera filipes;VU
1473;;Fabaceae;Muellera graciliflora;CR
1474;;Fabaceae;Muellera grazielae;EN
1475;;Fabaceae;Muellera laticifera;EN
1475;;Fabaceae;Muellera laticifera;EN
1475;;Fabaceae;Muellera laticifera;EN
1475;;Fabaceae;Muellera laticifera;EN
1476;;Fabaceae;Muellera nitens;EN
1477;;Fabaceae;Muellera torrensis;EN
1478;;Fabaceae;Muellera tozziana;EN
1479;;Fabaceae;Muellera variabilis;EN
1480;;Fabaceae;Muellera virgilioides;VU
1481;;Fabaceae;Myrocarpusleprosus;CR
1482;*;Fabaceae;Neptunia pubescens;VU
1483;;Fabaceae;Ormosia altimontana;EN
1484;;Fabaceae;Ormosialewisii;EN
1485;;Fabaceae;Ormosia limae;EN
1486;;Fabaceae;Ormosia minor;VU
1487;;Fabaceae;Ormosia ruddiana;EN
1488;;Fabaceae;Ormosia timboensis;CR
1489;;Fabaceae;Paloue induta;EN
1490;;Fabaceae;Paramachaerium krukovii;CR
1491;;Fabaceae;Parapiptadenia ilheusana;CR
1492;;Fabaceae;Parasenegalia miersii;EN
1493;;Fabaceae;Parkia bahiae;EN
1494;*;Fabaceae;Paubrasilia echinata;EN
1495;;Fabaceae;Peltogynealtissima;EN
1496;;Fabaceae;Peltogyne chrysopis;EN
1497;;Fabaceae;Peltogynediscolor;VU
1498;;Fabaceae;Peltogyne excelsa;VU
1499;;Fabaceae;Peltogynegracilipes;EN
1500;*;Fabaceae;Peltogyne maranhensis;VU
1501;;Fabaceae;Peltogyne mattosiana;EN
1502;;Fabaceae;Peltogyneparadoxa;VU
1503;;Fabaceae;Platymiscium speciosum;EN
1503;;Fabaceae;Platymiscium speciosum;EN
1504;;Fabaceae;Poecilanthe fluminensis;VU
1505;;Fabaceae;Poecilanthe itapuana;VU
1506;;Fabaceae;Pterocarpus monophyllus;EN
1507;;Fabaceae;Pterodon apparicioi;EN
1508;*;Fabaceae;Sellocharis paradoxa;VU
1509;;Fabaceae;Senegaliacearensis;VU
1510;;Fabaceae;Senegalia mikanii;EN
1511;;Fabaceae;Senegalia ricoae;CR
1512;;Fabaceae;Senna formosa;VU
1513;;Fabaceae;Staminodianthus rosae;VU
1514;;Fabaceae;Swartzia alagoensis;EN
1514;;Fabaceae;Swartzia alagoensis;EN
1515;;Fabaceae;Swartziaalternifoliolata;EN
1516;;Fabaceae;Swartzia arenophila;EN
1517;;Fabaceae;Swartzia bahiensis;VU
1518;;Fabaceae;Swartziadipetala;VU
1519;;Fabaceae;Swartziadiscocarpa;EN
1520;;Fabaceae;Swartziaeuxylophora;EN
1521;*;Fabaceae;Swartziaglazioviana;VU
1522;;Fabaceae;Swartzia hilaireana;VU
1523;;Fabaceae;Swartziaingens;VU
1524;;Fabaceae;Swartzia krukovii;EN
1525;;Fabaceae;Swartzialamellata;VU
1526;;Fabaceae;Swartzia lanata;EN
1527;*;Fabaceae;Swartzialinharensis;EN
1528;;Fabaceae;Swartzia micrantha;EN
1529;;Fabaceae;Swartzia pinheiroana;EN
1530;;Fabaceae;Swartzia prolata;EN
1531;;Fabaceae;Swartzia revoluta;EN
1532;;Fabaceae;Swartzia riedelii;VU
1533;;Fabaceae;Swartzia rugosa;VU
1534;;Fabaceae;Swartzia submontana;CR
1535;;Fabaceae;Swartzia thomasii;EN
1536;;Fabaceae;Tabaroacaatingicola;VU
1537;;Fabaceae;Tachigaliacrensis;CR
1538;*;Fabaceae;Tachigali beaurepairei;EN
1539;;Fabaceae;Tachigalicandelabrum;EN
1540;;Fabaceae;Tachigali denudata;EN
1540;;Fabaceae;Tachigali denudata;EN
1540;;Fabaceae;Tachigali denudata;EN
1540;;Fabaceae;Tachigali denudata;EN
1541;;Fabaceae;Tachigali duckei;EN
1542;;Fabaceae;Tachigaliprancei;EN
1543;;Fabaceae;Tachigali spathulipetala;EN
1544;;Fabaceae;Trischidium limae;EN
1544;;Fabaceae;Trischidium limae;EN
1544;;Fabaceae;Trischidium limae;EN
1545;*;Fabaceae;Viciapampicola;CR
1546;*;Fabaceae;Vouacapouaamericana;EN
1547;;Fabaceae;Zollernia cowanii;CR
1548;;Fabaceae;Zollerniaglaziovii;EN
1549;*;Fabaceae;Zollerniamagnifica;EN
1550;*;Gelsemiaceae;Mostuea muricata;VU
1551;;Gentianaceae;Aripuana cullmaniorum;EN
1552;;Gentianaceae;Macrocarpaea atlantica;CR
1553;;Gentianaceae;Macrocarpaea dolichophylla;CR
1554;;Gentianaceae;Prepusa alata;CR
1555;;Gentianaceae;Prepusa connata;CR
1556;*;Gentianaceae;Prepusa hookeriana;EN
1557;*;Gentianaceae;Prepusa viridiflora;EN
1558;*;Gentianaceae;Senaea coerulea;EN
1559;*;Gentianaceae;Senaea janeirensis;CR
1559;*;Gentianaceae;Senaea janeirensis;CR
1560;*;Gentianaceae;Zygostigma australe;EN
1560;*;Gentianaceae;Zygostigma australe;EN
1560;*;Gentianaceae;Zygostigma australe;EN
1560;*;Gentianaceae;Zygostigma australe;EN
1560;*;Gentianaceae;Zygostigma australe;EN
1561;;Gesneriaceae;Besleria fluminensis;EN
1562;;Gesneriaceae;Besleria macahensis;EN
1563;;Gesneriaceae;Besleria melancholica;VU
1564;*;Gesneriaceae;Codonanthe carnosa;VU
1564;*;Gesneriaceae;Codonanthe carnosa;VU
1564;*;Gesneriaceae;Codonanthe carnosa;VU
1564;*;Gesneriaceae;Codonanthe carnosa;VU
1565;*;Gesneriaceae;Codonanthe venosa;VU
1565;*;Gesneriaceae;Codonanthe venosa;VU
1566;*;Gesneriaceae;Goyazia petraea;EN
1567;*;Gesneriaceae;Nematanthus monanthos;EN
1568;;Gesneriaceae;Nematanthus pycnophyllus;EN
1569;;Gesneriaceae;Nematanthus serpens;EN
1570;*;Gesneriaceae;Paliavana werdermannii;VU
1571;*;Gesneriaceae;Sinningia aghensis;EN
1571;*;Gesneriaceae;Sinningia aghensis;EN
1572;*;Gesneriaceae;Sinningia araneosa;VU
1573;;Gesneriaceae;Sinningia bulbosa;EN
1574;*;Gesneriaceae;Sinningia carangolensis;EN
1574;*;Gesneriaceae;Sinningia carangolensis;EN
1575;*;Gesneriaceae;Sinningia cardinalis;EN
1576;*;Gesneriaceae;Sinningia cochlearis;CR
1577;*;Gesneriaceae;Sinningia defoliata;VU
1577;*;Gesneriaceae;Sinningia defoliata;VU
1577;*;Gesneriaceae;Sinningia defoliata;VU
1578;;Gesneriaceae;Sinningia gesneriifolia;CR
1579;*;Gesneriaceae;Sinningia glazioviana;CR
1579;*;Gesneriaceae;Sinningia glazioviana;CR
1580;*;Gesneriaceae;Sinningia guttata;EN
1581;*;Gesneriaceae;Sinningia harleyi;EN
1582;*;Gesneriaceae;Sinningia hatschbachii;EN
1582;*;Gesneriaceae;Sinningia hatschbachii;EN
1582;*;Gesneriaceae;Sinningia hatschbachii;EN
1583;;Gesneriaceae;Sinningia helleri;CR
1584;*;Gesneriaceae;Sinningia hirsuta;EN
1585;*;Gesneriaceae;Sinningia iarae;EN
1586;*;Gesneriaceae;Sinningia insularis;EN
1587;*;Gesneriaceae;Sinningia kautskyi;VU
1588;;Gesneriaceae;Sinningia lateritia;EN
1588;;Gesneriaceae;Sinningia lateritia;EN
1589;*;Gesneriaceae;Sinningia lindleyi;EN
1590;*;Gesneriaceae;Sinningia lineata;EN
1590;*;Gesneriaceae;Sinningia lineata;EN
1591;*;Gesneriaceae;Sinningia micans;EN
1592;;Gesneriaceae;Sinningia muscicola;CR
1593;*;Gesneriaceae;Sinningia piresiana;EN
1594;;Gesneriaceae;Sinningia pusilla;EN
1595;*;Gesneriaceae;Sinningia rupicola;EN
1596;*;Gesneriaceae;Sinningia striata;VU
1597;*;Gesneriaceae;Sinningia tuberosa;VU
1597;*;Gesneriaceae;Sinningia tuberosa;VU
1598;*;Gesneriaceae;Sinningia valsuganensis;EN
1599;;Gesneriaceae;Sinningia velutina;VU
1600;*;Gesneriaceae;Sinningia villosa;EN
1601;*;Gesneriaceae;Sphaerorrhizaburchellii;EN
1602;;Gesneriaceae;Vanhouttea fruticulosa;EN
1603;;Gesneriaceae;Vanhouttea gardneri;EN
1604;*;Gesneriaceae;Vanhouttea lanata;EN
1605;*;Gesneriaceae;Vanhouttea leonii;EN
1606;*;Gesneriaceae;Vanhouttea pendula;EN
1607;*;Gunneraceae;Gunnera herteri;EN
1608;*;Hedwigiaceae;Braunia plicata;VU
1609;;Humiriaceae;Humiriastrum mussunungense;VU
1610;*;Humiriaceae;Humiriastrum spiritu-sancti;EN
1611;;Humiriaceae;Hylocarpa heterocarpa;VU
1612;*;Hypericaceae;Hypericum mutilum;VU
1612;*;Hypericaceae;Hypericum mutilum;VU
1612;*;Hypericaceae;Hypericum mutilum;VU
1612;*;Hypericaceae;Hypericum mutilum;VU
1612;*;Hypericaceae;Hypericum mutilum;VU
1612;*;Hypericaceae;Hypericum mutilum;VU
1613;;Hypericaceae;Vismia parviflora;EN
1614;;Iridaceae;Neomaricaitatiaica;CR
1615;;Iridaceae;Neomarica northiana;EN
1616;*;Iridaceae;Pseudotrimezia brevistamina;CR
1617;*;Iridaceae;Pseudotrimezia concava;CR
1618;*;Iridaceae;Pseudotrimezia elegans;CR
1619;*;Iridaceae;Pseudotrimeziafistulosa;EN
1620;*;Iridaceae;Pseudotrimeziaplicatifolia;EN
1621;*;Iridaceae;Pseudotrimezia subtilis;CR
1622;*;Iridaceae;Pseudotrimeziasynandra;EN
1623;*;Iridaceae;Pseudotrimezia tenuissima;EN
1624;*;Iridaceae;Trimezia exillima;EN
1625;*;Isoetaceae;Isoetes bradei;EN
1626;*;Isoetaceae;Isoetes luetzelburgii;EN
1626;*;Isoetaceae;Isoetes luetzelburgii;EN
1626;*;Isoetaceae;Isoetes luetzelburgii;EN
1626;*;Isoetaceae;Isoetes luetzelburgii;EN
1627;;Isoetaceae;Isoetes ulei;CR
1628;*;Jungermanniaceae;Jungermanniadecolor;EN
1629;;Lamiaceae;Cunila incana;EN
1630;*;Lamiaceae;Cyanocephalus apertiflorus;VU
1631;*;Lamiaceae;Cyanocephalus caprariifolius;EN
1632;*;Lamiaceae;Cyanocephalus delicatulus;EN
1633;*;Lamiaceae;Cyanocephalusdigitatus;EN
1634;*;Lamiaceae;Cyanocephalus tagetifolius;EN
1635;*;Lamiaceae;Cyanocephalusviaticus;EN
1636;*;Lamiaceae;Eriope anamariae;EN
1637;*;Lamiaceae;Eriope blanchetii;VU
1637;*;Lamiaceae;Eriope blanchetii;VU
1638;*;Lamiaceae;Eriope cristalinae;CR
1639;*;Lamiaceae;Eriope luetzelburgii;VU
1640;*;Lamiaceae;Eriope machrisae;EN
1641;*;Lamiaceae;Eriope obovata var. gracilis;EN
1642;*;Lamiaceae;Hesperozygis ringens;VU
1643;*;Lamiaceae;Hypeniaaristulata;CR
1644;*;Lamiaceae;Hypenia crispata;EN
1645;*;Lamiaceae;Hypenia micrantha;EN
1646;*;Lamiaceae;Hypeniasubrosea;EN
1647;*;Lamiaceae;Hyptidendron claussenii;EN
1648;*;Lamiaceae;Hyptidendron conspersum;EN
1649;;Lamiaceae;Hyptidendron leucophyllum;VU
1650;;Lamiaceae;Hyptidendron roseum;CR
1651;*;Lamiaceae;Hyptis alpestris;EN
1652;*;Lamiaceae;Hyptis angustifolia;EN
1653;*;Lamiaceae;Hyptis arenaria;VU
1654;*;Lamiaceae;Hyptis bahiensis;EN
1655;*;Lamiaceae;Hyptis colligata;EN
1656;*;Lamiaceae;Hyptis cruciformis;EN
1657;*;Lamiaceae;Hyptis frondosa;VU
1658;*;Lamiaceae;Sisyrinchium trichanthum;VU
1659;*;Lamiaceae;Hyptis imbricatiformis;EN
1660;*;Lamiaceae;Hyptispenaeoides;EN
1661;*;Lamiaceae;Hyptis rhypidiophylla;EN
1662;*;Lamiaceae;Leptohyptispinheiroi;EN
1663;*;Lamiaceae;Martianthus sancti-gabrielii;EN
1664;*;Lamiaceae;Medusantha carvalhoi;VU
1665;*;Lamiaceae;Oocephalus piranii;EN
1666;;Lamiaceae;Salvia benthamiana;EN
1667;;Lamiaceae;Salvialongibracteolata;CR
1668;;Lamiaceae;Salvia rivularis;VU
1669;;Lamiaceae;Vitex hypoleuca;EN
1670;;Lamiaceae;Vitex martii;VU
1671;;Lamiaceae;Vitex snethlagiana;CR
1672;;Lamiaceae;Vitex vauthieri;EN
1673;*;Lauraceae;Aiouea bracteata;EN
1674;*;Lauraceae;Aniba ferrea;EN
1675;*;Lauraceae;Aniba rosiodora;EN
1676;*;Lauraceae;Aniba santalodora;EN
1677;;Lauraceae;Beilschmiedia angustifolia;EN
1678;;Lauraceae;Beilschmiedia fluminensis;EN
1678;;Lauraceae;Beilschmiedia fluminensis;EN
1678;;Lauraceae;Beilschmiedia fluminensis;EN
1679;*;Lauraceae;Beilschmiedia rigida;EN
1680;;Lauraceae;Beilschmiedia vestita;CR
1681;*;Lauraceae;Cinnamomum erythropus;EN
1682;*;Lauraceae;Cinnamomum hatschbachii;EN
1683;*;Lauraceae;Cinnamomum quadrangulum;VU
1684;;Lauraceae;Cryptocarya botelhensis;EN
1685;;Lauraceae;Cryptocarya citriformis;EN
1685;;Lauraceae;Cryptocarya citriformis;EN
1685;;Lauraceae;Cryptocarya citriformis;EN
1685;;Lauraceae;Cryptocarya citriformis;EN
1686;;Lauraceae;Cryptocarya sellowiana;CR
1687;;Lauraceae;Cryptocarya velloziana;EN
1687;;Lauraceae;Cryptocarya velloziana;EN
1688;;Lauraceae;Cryptocarya wiedensis;CR
1689;*;Lauraceae;Dicypellium caryophyllaceum;CR
1690;;Lauraceae;Dicypellium manausense;CR
1691;;Lauraceae;Endlicheria coriacea;EN
1692;;Lauraceae;Endlicherialhotzkyi;VU
1693;;Lauraceae;Mezilaurus decurrens;EN
1694;;Lauraceae;Mezilaurus duckei;EN
1695;;Lauraceae;Mezilaurus glabriantha;CR
1696;*;Lauraceae;Mezilaurus itauba;VU
1697;;Lauraceae;Mezilaurus micrantha;EN
1698;;Lauraceae;Mezilaurus microphylla;CR
1699;*;Lauraceae;Mezilaurusnavalium;CR
1700;;Lauraceae;Mezilaurus vanderwerffii;VU
1701;*;Lauraceae;Nectandrabarbellata;EN
1702;*;Lauraceae;Nectandra grisea;VU
1703;*;Lauraceae;Nectandra paranaensis;EN
1703;*;Lauraceae;Nectandra paranaensis;EN
1704;;Lauraceae;Ocoteaadamantina;EN
1705;;Lauraceae;Ocotea arenicola;VU
1706;*;Lauraceae;Ocoteabasicordatifolia;EN
1707;*;Lauraceae;Ocoteabeulahiae;VU
1708;*;Lauraceae;Ocoteabeyrichii;VU
1709;*;Lauraceae;Ocotea bragai;EN
1710;;Lauraceae;Ocotea calliscypha;EN
1711;*;Lauraceae;Ocotea catharinensis;VU
1712;;Lauraceae;Ocotea ciliata;EN
1713;;Lauraceae;Ocotea citrosmoides;VU
1714;*;Lauraceae;Ocotea cryptocarpa;EN
1715;;Lauraceae;Ocotea douradensis;EN
1715;;Lauraceae;Ocotea douradensis;EN
1716;;Lauraceae;Ocotea duplocolorata;CR
1717;;Lauraceae;Ocotea estrellensis;EN
1718;*;Lauraceae;Ocotea felix;EN
1719;;Lauraceae;Ocotea fragrantissima;EN
1719;;Lauraceae;Ocotea fragrantissima;EN
1720;;Lauraceae;Ocoteagrandifructa;CR
1721;;Lauraceae;Ocoteahypoglauca;CR
1722;;Lauraceae;Ocoteaitatiaiae;EN
1723;;Lauraceae;Ocoteakostermanniana;EN
1724;;Lauraceae;Ocotea marcescens;EN
1725;;Lauraceae;Ocotea marumbiensis;EN
1725;;Lauraceae;Ocotea marumbiensis;EN
1726;*;Lauraceae;Ocotea mosenii;VU
1727;;Lauraceae;Ocotea odorata;EN
1728;*;Lauraceae;Ocoteaodorifera;EN
1729;;Lauraceae;Ocoteaparanaensis;EN
1730;;Lauraceae;Ocoteapluridomatiata;EN
1731;*;Lauraceae;Ocotea porosa;EN
1732;;Lauraceae;Ocotea ramosissima;EN
1733;;Lauraceae;Ocotea revolutifolia;EN
1734;;Lauraceae;Ocotea rohweri;EN
1735;;Lauraceae;Ocoteaschwackeana;EN
1736;*;Lauraceae;Ocoteaserrana;EN
1737;;Lauraceae;Ocoteasperata;CR
1738;;Lauraceae;Ocoteasulcata;VU
1739;*;Lauraceae;Ocotea tabacifolia;EN
1740;;Lauraceae;Ocotea thinicola;CR
1741;;Lauraceae;Ocotea vegrandis;VU
1742;;Lauraceae;Ocotea virgultosa;EN
1743;;Lauraceae;Persea fusca;EN
1744;*;Lauraceae;Persea glabra;EN
1745;;Lauraceae;Persea microphylla;VU
1746;*;Lauraceae;Persea obovata;CR
1747;*;Lauraceae;Perseapedunculosa;EN
1748;;Lauraceae;Pleurothyrium amplifolium;CR
1749;;Lauraceae;Pleurothyriumprancei;VU
1750;;Lauraceae;Rhodostemonodaphne anomala;EN
1751;*;Lauraceae;Rhodostemonodaphne capixabensis;EN
1752;*;Lauraceae;Rhodostemonodaphne parvifolia;VU
1753;*;Lauraceae;Rhodostemonodaphne recurva;VU
1754;*;Lauraceae;Urbanodendronbahiense;EN
1755;*;Lauraceae;Williamodendron cinnamomeum;CR
1756;*;Lecythidaceae;Bertholletia excelsa;VU
1757;*;Lecythidaceae;Carinianaianeirensis;EN
1758;*;Lecythidaceae;Carinianalegalis;EN
1759;*;Lecythidaceae;Cariniana parvifolia;EN
1759;*;Lecythidaceae;Cariniana parvifolia;EN
1760;*;Lecythidaceae;Couratariasterotricha;EN
1761;*;Lecythidaceae;Courataripyramidata;EN
1762;*;Lecythidaceae;Eschweileraalvimii;EN
1763;;Lecythidaceae;Eschweileracomplanata;EN
1764;*;Lecythidaceae;Eschweileracompressa;EN
1765;;Lecythidaceae;Eschweilera mattos-silvae;VU
1766;;Lecythidaceae;Eschweilera rankiniae;EN
1767;;Lecythidaceae;Eschweilera romeu-cardosoi;EN
1768;;Lecythidaceae;Eschweilera sphaerocarpa;CR
1769;*;Lecythidaceae;Eschweilera subcordata;CR
1770;*;Lecythidaceae;Eschweileratetrapetala;EN
1771;;Lecythidaceae;Gustavia longifolia;EN
1772;*;Lecythidaceae;Lecythisschwackei;CR
1773;*;Lejeuneaceae;Blepharolejeunea securifolia;EN
1774;*;Lejeuneaceae;Bromeliophilanatans;EN
1775;*;Lejeuneaceae;Drepanolejeunea aculeata;EN
1776;*;Lejeuneaceae;Myriocoleopsisfluviatilis;VU
1777;*;Lentibulariaceae;Genlisea lobata;EN
1778;;Lentibulariaceae;Utriculariageminiloba;VU
1779;*;Lentibulariaceae;Utricularia tridentata;VU
1780;*;Lepidoziaceae;Paracromastigum dusenii;EN
1781;*;Linaceae;Linum smithii;EN
1782;*;Loasaceae;Aosa uleana;CR
1783;*;Loganiaceae;Spigelia amplexicaulis;EN
1784;*;Loganiaceae;Spigelia cipoensis;CR
1785;*;Loganiaceae;Spigelia flava;VU
1786;*;Loganiaceae;Spigelia kuhlmannii;EN
1787;*;Loganiaceae;Spigelia lundiana;EN
1788;*;Loganiaceae;Spigelia vestita;EN
1789;;Loganiaceae;Strychnos dantaensis;CR
1789;;Loganiaceae;Strychnos dantaensis;CR
1790;;Loganiaceae;Strychnos jacarepiensis;CR
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1791;*;Lycopodiaceae;Diphasium jussiaei;EN
1792;*;Lycopodiaceae;Palhinhaea bradei;EN
1793;*;Lycopodiaceae;Phlegmariurus aqualupianus;EN
1794;*;Lycopodiaceae;Phlegmariurus christii;EN
1795;*;Lycopodiaceae;Phlegmariurus hemleri;CR
1796;*;Lycopodiaceae;Phlegmariurusitambensis;EN
1797;*;Lycopodiaceae;Phlegmariurus martii;EN
1798;*;Lycopodiaceae;Phlegmariurus mollicomus;EN
1799;*;Lycopodiaceae;Phlegmariurus mooreanus;EN
1800;*;Lycopodiaceae;Phlegmariurus nudus;EN
1801;*;Lycopodiaceae;Phlegmariurus regnellii;CR
1802;*;Lycopodiaceae;Phlegmariurus ruber;CR
1803;*;Lycopodiaceae;Phlegmariurus sellowianus;VU
1803;*;Lycopodiaceae;Phlegmariurus sellowianus;VU
1804;*;Lycopodiaceae;Phlegmariurus taxifolius;EN
1805;*;Lycopodiaceae;Phlegmariurus treitubensis;CR
1806;*;Lythraceae;Cupheaadenophylla;CR
1807;*;Lythraceae;Cupheaarenarioides;VU
1808;*;Lythraceae;Cuphea bahiensis;EN
1809;*;Lythraceae;Cuphea cipoensis;EN
1810;*;Lythraceae;Cuphea cuiabensis;EN
1811;*;Lythraceae;Cupheaglaziovii;EN
1812;*;Lythraceae;Cuphealindmaniana;EN
1813;*;Lythraceae;Cuphea rubrovirens;CR
1814;*;Lythraceae;Cuphea teleandra;CR
1815;*;Lythraceae;Diplusodon aggregatifolius;EN
1816;*;Lythraceae;Diplusodon argyrophyllus;CR
1817;*;Lythraceae;Diplusodonericoides;CR
1818;*;Lythraceae;Diplusodonglaziovii;CR
1819;*;Lythraceae;Diplusodongracilis;CR
1820;*;Lythraceae;Diplusodonhatschbachii;VU
1821;*;Lythraceae;Diplusodonminasensis;EN
1822;*;Lythraceae;Diplusodon orbicularis;VU
1823;*;Lythraceae;Diplusodonovatus;EN
1824;*;Lythraceae;Diplusodonpanniculatus;CR
1825;*;Lythraceae;Diplusodon retroimbricatus;CR
1826;*;Lythraceae;Diplusodonvillosissimus;VU
1827;;Lythraceae;Lafoensia glyptocarpa;EN
1827;;Lythraceae;Lafoensia glyptocarpa;EN
1827;;Lythraceae;Lafoensia glyptocarpa;EN
1828;*;Lythraceae;Lafoensia nummularifolia;VU
1829;;Malpighiaceae;Acmanthera cowanii;VU
1830;;Malpighiaceae;Acmanthera fernandesii;CR
1831;;Malpighiaceae;Acmantheralatifolia;VU
1832;;Malpighiaceae;Acmantheralongifolia;CR
1833;;Malpighiaceae;Acmantheraparviflora;EN
1834;*;Malpighiaceae;Banisteriopsisandersonii;VU
1835;;Malpighiaceae;Banisteriopsisarborea;EN
1836;*;Malpighiaceae;Banisteriopsisbasifixa;VU
1837;*;Malpighiaceae;Banisteriopsis cipoensis;EN
1838;*;Malpighiaceae;Banisteriopsis hatschbachii;EN
1839;*;Malpighiaceae;Banisteriopsishirsuta;EN
1840;*;Malpighiaceae;Banisteriopsis magdalenensis;CR
1841;*;Malpighiaceae;Banisteriopsis pseudojanusia;CR
1842;*;Malpighiaceae;Banisteriopsissellowiana;VU
1843;*;Malpighiaceae;Bunchosiaitacarensis;CR
1844;*;Malpighiaceae;Bunchosiapernambucana;EN
1845;*;Malpighiaceae;Byrsonima alvimii;EN
1846;*;Malpighiaceae;Byrsonimabrachybotrya;VU
1847;*;Malpighiaceae;Byrsonima cipoensis;EN
1848;*;Malpighiaceae;Byrsonimafonsecae;EN
1849;;Malpighiaceae;Byrsonimafrondosa;EN
1850;;Malpighiaceae;Byrsonima hirsuta;EN
1851;*;Malpighiaceae;Byrsonimalanulosa;EN
1852;;Malpighiaceae;Byrsonima martiana;CR
1853;*;Malpighiaceae;Byrsonima microphylla;EN
1854;;Malpighiaceae;Byrsonima minarum;EN
1855;*;Malpighiaceae;Byrsonima onishiana;EN
1856;;Malpighiaceae;Byrsonima rodriguesii;EN
1857;;Malpighiaceae;Byrsonima souzae;EN
1858;;Malpighiaceae;Byrsonimaspinensis;EN
1859;;Malpighiaceae;Byrsonima vernicosa;VU
1860;*;Malpighiaceae;Camarea elongata;VU
1861;*;Malpighiaceae;Camarea humifusa;EN
1861;*;Malpighiaceae;Camarea humifusa;EN
1862;*;Malpighiaceae;Camarealinearifolia;CR
